nameAr,barcode,gtin,activeIngredients,strength,dosageForm,manufacturer,officialPrice,requiresPrescription,source
LOXYJOINT COLLAGEN DRINKABLE AMOULES 20 X 25 ML,,,COLLAGEN+ROSEHIP EXTRACT+VITAMIN C+VITAMIN D+SELENIUM,,ORAL.LIQUID,PHARMA VITAL > LOXYMORE PHARMA,2200.0,,Elhafez Reference 25065
LOXYMUNE DRINKABLE AMPOULES 7 X 25 ML,,,VITAMIN C+VITAMIN A+VITAMIN D+VITAMIN B6+COPPER+SELENIUM+ZINC+VITAMIN B2+NIACIN+BIOTIN,,ORAL.LIQUID,PHARMA VITAL > LOXYMORE PHARMA,490.0,,Elhafez Reference 25065
LOXYMUNE JUNIOR SYRUP 200 ML,,,VITAMIN C+VITAMIN A+VITAMIN D+VITAMIN B6+COPPER+SELENIUM+ZINC+VITAMIN B2+NIACIN+BIOTIN,,ORAL.LIQUID,PHARMA VITAL > LOXYMORE PHARMA,590.0,,Elhafez Reference 25065
LOZAPRESS 25MG 7 F.C. TAB.,,,LOSARTAN POTASSIUM,,ORAL.SOLID,SIGMA,9.0,,Elhafez Reference 25065
LOZAPRESS 50MG 14 F.C. TAB.,,,LOSARTAN POTASSIUM,,ORAL.SOLID,SIGMA,32.4,,Elhafez Reference 25065
LOZAPRESS-H  50/12.5MG 7 TAB.,,,HYDROCHLOROTHIAZIDE+LOSARTAN,,ORAL.SOLID,SIGMA,13.5,,Elhafez Reference 25065
LOZIANA CREAM 50 GM,,,,,TOPICAL,LEADER FOR COSMETICS > PUREX HEALTH CARE,90.0,,Elhafez Reference 25065
LU ASHWAGANDHA 600MG 30 CAPS,,,ASHWAGANDHA,,ORAL.SOLID,LIFE SAFER INTERNATIONAL > LUMINA PHARMA,41.0,,Elhafez Reference 25065
LU B-COMPLEX  30 TABS,,,VITAMIN B6 (PYRIDOXINE)6 MG +VITAMIN B12 (METHYL COBALAMIN) 1000 MCG +VITAMIN B9 (FOLIC ACID) 400 MCG  +BIOTIN (VITAMIN B7)25 MCG,,ORAL.SOLID,KERMAN FACTORY AND BMS > LUMINA PHARMA,58.0,,Elhafez Reference 25065
LUBIAN-DERM CREAM 50 GM,,,ALOE VERA EXTRACT+GLYCERIN+GLYCERYL TRI-NITRATE+CHAMOMIL EXTRACT+HONEY+SWEET ORANGE OIL+CASTOR OIL+ROSEMARY OIL+VITAMIN E+PETROLEUM JELLY+LANOLIN+GREEN TEA EXTRACT.,,TOPICAL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > AKADY PHARMA GROUP,135.0,,Elhafez Reference 25065
LUBICONT 24 MCG 10 CAPS.,,,LUBIPROSTONE,,ORAL.SOLID,EUROPEAN EGYPTIAN PHARM. IND.,77.0,,Elhafez Reference 25065
LUBICONT 24 MCG 28 CAPS.,,,LUBIPROSTONE,,ORAL.SOLID,EUROPEAN EGYPTIAN PHARM. IND.,176.0,,Elhafez Reference 25065
LUBICONT 8 MCG 10 CAPS.,,,LUBIPROSTONE,,ORAL.SOLID,EUROPEAN EGYPTIAN PHARM. IND.,52.0,,Elhafez Reference 25065
LUBISTONE 24 MCG 20 CAPS.,,,LUBIPROSTONE,,ORAL.SOLID,MEDIZEN FOR PHARMACEUTICAL INDUSTRIES > ALWADY PHARMACEUTICAL CO. (ALPAC),82.0,,Elhafez Reference 25065
LUBISTONE 8 MCG 20 CAPS.,,,LUBIPROSTONE,,ORAL.SOLID,MEDIZEN FOR PHARMACEUTICAL INDUSTRIES > ALWADY PHARMACEUTICAL CO. (ALPAC),68.66,,Elhafez Reference 25065
LUBMO-SACRAL BELT,,,,,UNKNOWN,,64.0,,Elhafez Reference 25065
LUBRICAN EYE DROPS 15 ML,,,HYDROXYPROPYL METHYLCELLULOSE,,EYE,ARAB DRUG COMPANY (ADCO),6.0,,Elhafez Reference 25065
LUBRISTIRA 15 ML EYE DROPS,,,CMC 0.5%+SH 0.1%+GLYCEROL 0.9%,,EYE,RAMEDA > TALENT PHARMA,83.0,,Elhafez Reference 25065
LUBRIVISC 0.1% EYE DROPS 10 ML,,,SODIUM HYALURONATE,,EYE,RAMEDA > HIKMA PHARMA,32.0,,Elhafez Reference 25065
LUCENTE CAPELLA HAIR LOTION 100 ML,,,PROCAPIL+GINKGO BILOBA+SAW PALMETTO+QUATERINIZED PANTHENOL,,UNKNOWN,MACRO GROUP PHARMACEUTICALS,490.0,,Elhafez Reference 25065
LUCENTE CAPELLA HAIR RICH FOAM SHAMPOO 200 ML,,,PROCAPIL+PENTAVITIN+QUATERINIZED PANTHENOL+POLYQUATERNIUM-67,,TOPICAL,MACRO GROUP PHARMACEUTICALS,255.0,,Elhafez Reference 25065
LUCENTE CRE CLEAR GEL CREAM 50 ML,,,BAKUCHIOL 0.5%+SEBARYL+SALICYLIC ACID 0.5%+BISABOLOL+WITCH HAZEL EXTRACT,,TOPICAL,MACRO GROUP PHARMACEUTICALS,300.0,,Elhafez Reference 25065
LUCENTE CRE CONTROL CREAM 20 GM,,,BAKUCHIOL+SALICYLIC ACID 2%+BISABOLOL,,TOPICAL,MACRO GROUP PHARMACEUTICALS,210.0,,Elhafez Reference 25065
LUCENTE CRE FOAM CLEANSER 200 ML,,,BAKUCHIOL+PENTAVITIN+SALICYLIC ACID+HONEY+BISABOLOL,,TOPICAL,MACRO GROUP PHARMACEUTICALS,310.0,,Elhafez Reference 25065
LUCENTE DD CREAM SPF+ 30 - 50 GM,,,PENTAVITIN+OPTIM HYAL+VITAMIN E,,TOPICAL,MACRO GROUP PHARMACEUTICALS,399.0,,Elhafez Reference 25065
LUCENTE LUMINI BODY LOTION 100 GM,,,NIACINAMIDE 3%+PENTAVITIN+SODIUM HYALURONATE+POTASSIUM AZELOYL DIGLYCINATE+ARBUTIN+ASCORBYL PALMITATE+GLUTATHIONE+SODIUM ASCORBYL PHOSPHATE+SHEA BUTTER+ALOE BARBADENSIS,,TOPICAL,MACRO GROUP PHARMACEUTICALS,380.0,,Elhafez Reference 25065
LUCENTE LUMINI EYE SERUM 20 GM,,,NIACINAMIDE+ARBUTIN+VITAMIN C COMPLEX,,TOPICAL,MACRO GROUP PHARMACEUTICALS,290.0,,Elhafez Reference 25065
LUCENTE LUMINI FOAM CLEANSER 200 ML,,,D-PANTHENOL+PENTAVITIN+NANOACTIVE SALICYLIC ACID+LIQUORICE EXTRACT+ARBUTIN+ASCORBYL PALMITATE+GLUTATHIONE,,TOPICAL,MACRO GROUP PHARMACEUTICALS,300.0,,Elhafez Reference 25065
LUCENTE LUMINI SKIN SERUM 50 ML,,,NIACINAMIDE 3%+PENTAVITIN+SODIUM HYALURONATE+POTASSIUM AZELOYL DIGLYCINATE+ARBUTIN+ASCORBYL PALMITATE+GLUTATHIONE+SODIUM ASCORBYL PHOSPHATE+ALOE BARBADENSIS,,UNKNOWN,MACRO GROUP PHARMACEUTICALS,310.0,,Elhafez Reference 25065
LUCENTE SUNCARE - ACNE PRONE SKIN INVISIBLE SPF 50+ - 50 ML,,,ACNACIDOL+ALLANTOIN+VITAMIN E+PARSOL TX+UVINUL A PLUS,,TOPICAL,MACRO GROUP PHARMACEUTICALS,380.0,,Elhafez Reference 25065
LUCENTE SUNCARE - ACNE PRONE SKIN TINTED SPF 50+ - 50 ML,,,ACNACIDOL+ALLANTOIN+VITAMIN E+PARSOL TX+UVINUL A PLUS,,TOPICAL,MACRO GROUP PHARMACEUTICALS,380.0,,Elhafez Reference 25065
LUCENTE SUNCARE - AFTER SUN CREAM 100 ML,,,PINOLUMIN+ALLANTOIN+GLYCERIN+PANTHENOL+CHAMOMILE+ALOE VERA+WITCH HAZEL+MENTHOL+VITAMIN E+LAVENDER OIL,,TOPICAL,MACRO GROUP PHARMACEUTICALS,230.0,,Elhafez Reference 25065
LUCENTE SUNCARE - COMBINED TO OILY SPF 50+ - 50 ML,,,SEBARYL+ALLANTOIN+VITAMIN E+PARSOL TX+UVINUL A PLUS,,TOPICAL,MACRO GROUP PHARMACEUTICALS,380.0,,Elhafez Reference 25065
LUCENTE SUNCARE - COMPLEXION CORRECTOR INVISIBLE SPF 50+ - 50 ML,,,GLUTATHIONE+VITAMIN C+ARBUTIN+ALLANTOIN+VITAMIN E+PARSOL TX+UVINUL A PLUS,,TOPICAL,MACRO GROUP PHARMACEUTICALS,425.0,,Elhafez Reference 25065
LUCENTE SUNCARE - DRY SKIN INVISIBLE SPF 50+ GEL CREAM 50 ML,,,PENTAVITIN+ALLANTOIN+VITAMIN E+PARSOL TX+UVINUL A PLUS,,TOPICAL,MACRO GROUP PHARMACEUTICALS,380.0,,Elhafez Reference 25065
LUCENTIS 10MG/ML VIAL 0.23 ML,,,RANIBIZUMAB,,INJECTION,NOVARTIS,8167.0,,Elhafez Reference 25065
LUCIDRIL 250 MG 20 F.C.TABS.,,,MECLOFENOXATE,,ORAL.SOLID,MINA PHARM > LIPHA SANTE-FRANCE,92.0,,Elhafez Reference 25065
LUCIDRIL 500 MG 20 F.C.TABS.,,,MECLOFENOXATE,,ORAL.SOLID,MINA PHARM > LIPHA SANTE-FRANCE,150.0,,Elhafez Reference 25065
LUCIFORTE 500MG 2 VIAL,,,MECLOFENOXATE,,INJECTION,MINA PHARM > LIPHA SANTE-FRANCE,84.0,,Elhafez Reference 25065
LUCOCID-R 3% OINT. 30 GM,,,HYDROQUINONE+RETINOIC ACID,,TOPICAL,CID,31.0,,Elhafez Reference 25065
LUCOFUN-R CREAM 30 GM,,,HYDROQUINONE+RETINOIC ACID+KOJIC ACID+GLYCOLIC ACID+ALLANTOIN,,TOPICAL,CID > PHARMAKON,75.0,,Elhafez Reference 25065
LUCOVITAL ANTI-LICE CREAM LOTION 75 ML,,,,,UNKNOWN,PK BENELUX BV > PAXTON,180.0,,Elhafez Reference 25065
LUCRINE 5MG/ML VIAL(2.8ML)+14 SYRINGES,,,LEUPROLIDE  ACETATE,,INJECTION,ABBVIE > MULTIPHARMA,861.0,,Elhafez Reference 25065
LUDAGEN 10 SACHETS (N/A),,,COLLAGEN+CALCIUM+VITAMIN D+HYDROXY APATITE+VITAMIN K2+MAGNESIUM+VITAMIN C,,EFF,DULEXLAB,85.0,,Elhafez Reference 25065
LUDNOVIR 0.5 MG 10 TABS.,,,ENTECAVIR,,ORAL.SOLID,MASH PREMIERE,274.0,,Elhafez Reference 25065
LUDNOVIR 1 MG 10 TABS.,,,ENTECAVIR,,ORAL.SOLID,MASH PREMIERE,450.0,,Elhafez Reference 25065
LUFZY 30 TABS,,,GINSENG+GINKOBILOBA,,ORAL.SOLID,PHARMA ZAD > BIOMAK PHARM,127.0,,Elhafez Reference 25065
LUIVAC 3 MG 14 TAB.,,,BACTERIAL LYSATE,,ORAL.SOLID,LUITPOLD PHARMA GMBH-GERMANY > T3A PHARMA,30.0,,Elhafez Reference 25065
LUJY BABY CREAM 50 GM,,,OLIVE OIL+ZINC OXIDE+GLYCERIN+JOJOBA OIL+ALMOND OIL+CALENDULA +DEXPANTHENOL+SIMETHICONE+VITAMIN E+VASELINE,,TOPICAL,LEADER COSMETICS > PHARMACIA ELITE,55.0,,Elhafez Reference 25065
LUMICASAGE CREAM 60 GM,,,CAMPHOR+MENTHOL+PEPPERMINT OIL+CLOVE OIL,,TOPICAL,> BROTHER PHARMA,89.0,,Elhafez Reference 25065
LUMIERE HAIR CREAM 40 GM,,,CASTOR OIL+OLIVE OIL+CALENDULA EXTRACT+ROSEMARY OIL+JOJOBA OIL+CHAMOMILE EXTRACT+ALOE VERA EXTRACT+P,,TOPICAL,EGPI,50.0,,Elhafez Reference 25065
LUMIERE HAIR GEL 100 GM,,,ALOE VERA EXTRACT+CASTOR OIL+PANTHENOL+GLYCERIN+ESSENCE,,TOPICAL,EGPI,60.0,,Elhafez Reference 25065
LUMIERE HAIR LOTION 100 ML,,,ALOE VERA EXTRACT+JOJOBA OIL+CHAMOMILE OIL+WATER CRESS EXTRACT,,UNKNOWN,EGPI,50.0,,Elhafez Reference 25065
LUMIERE HAIR OIL 100ML,,,PANTHENOL+ALOE VERA+CHAMOMILE+THYME+ETHYL ALCOHOL+SALICYLIC ACID,,UNKNOWN,EGPI,50.0,,Elhafez Reference 25065
LUMIERE HAIR SOLUTION 100 ML,,,PANTHENOL+ALOE VERA+CHAMOMILE+THYME+ETHYL ALCOHOL+SALICYLIC ACID,,UNKNOWN,EGPI,50.0,,Elhafez Reference 25065
LUMIGAN 0.03% EYE DROPS 3 ML,,,BIMATOPROST,,EYE,ALLERGAN,154.0,,Elhafez Reference 25065
LUMIN ADVANCED HAIR CREAM 120 GM,,,ROSEMARY+SAGE+SAW PALMETTO+CAFFEINE+GINKGO BILOBA+BIOTIN+EMU OIL+ARGAN OIL+ALLANTOIN+JOJOBA OIL+VITAMIN E+COCONUT OIL+WHEAT GERM OIL+PANTHENOL+CASTOR OIL,,TOPICAL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > BIOHEALTH COMPANY FOR MEDICINES,150.0,,Elhafez Reference 25065
LUMIN ADVANCED HAIR SHAMPOO 200 ML,,,,,TOPICAL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > BIOHEALTH COMPANY FOR MEDICINES,185.0,,Elhafez Reference 25065
LUMINA ENZYME 20 TABS,,,TRYPSIN 75.000 USP+CHYMOTRYPSIN 54.000 USP+BROMELAIN 216 GDU+RUTIN 200 MG+L-LEUCINE 30 MG,,ORAL.SOLID,BMS FACTORY > LUMINA PHARMA,140.0,,Elhafez Reference 25065
LUMINOUS CREAM 50 GM,,,TITANIUM DIOXIDE+GLABRIDIN+VITAMIN C+LIQUIRTIN+ISO LIQUIRTIN+NIGELLA SATIVA,,TOPICAL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > SANTEX PHARMA,95.0,,Elhafez Reference 25065
LUMINOUS SOAP 100 GM,,,TITANIUM DIOXIDE+GLABRIDIN+VITAMIN C+LIQUIRTIN+ISO LIQUIRTIN+NIGELLA SATIVA,,SOAP,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > SANTEX PHARMA,60.0,,Elhafez Reference 25065
LUMIPROX 0.03% EYE DROPS 5 ML,,,BIMATOPROST,,EYE,EVA PHARMA,65.0,,Elhafez Reference 25065
LUMIPROX PLUS EYE DROPS 3 ML,,,BIMATOPROST+TIMOLOL,,EYE,EVA PHARMA,81.25,,Elhafez Reference 25065
LUNA SUN BLOCK 36+ SPF CREAM KIDS 55ML,,,SUN PROTECTION FORMULA,,UNKNOWN,LUNA FOR PERFUMES AND COSMETICS,175.0,,Elhafez Reference 25065
LUNA SUN BLOCK 50+ SPF CREAM 150ML,,,SUN PROTECTION FORMULA,,UNKNOWN,LUNA FOR PERFUMES AND COSMETICS,54.25,,Elhafez Reference 25065
LUNAL 10 SACHETS,,,FERROUS BISGLYCINATE WITH CHELATED MINERALS +VITAMIN B COMPLEX+ FOLIC ACID + VITAMIN C,,EFF,PHARMA ZAD > POTEX PHARMA,45.0,,Elhafez Reference 25065
LUNAPRIST 24 MCG 20 CAPS.,,,LUBIPROSTONE,,ORAL.SOLID,MEDIZEN PHARMACEUTICAL INDUSTRIES,80.0,,Elhafez Reference 25065
LUNGITINIB 150 MG 30 F.C. TABS.,,,ERLOTINIB,,ORAL.SOLID,HIKMA SPECIALIZED PHARMACEUTICALS,10850.0,,Elhafez Reference 25065
LUNGOCORT 0.25 MG/2ML 20 SUSP. AMP. FOR INH.,,,BUDESONIDE,,UNKNOWN,EVA PHARMA,180.0,,Elhafez Reference 25065
LUNGOCORT 0.5 MG/2ML 20 SUSP. AMP. FOR INH.,,,BUDESONIDE,,UNKNOWN,EVA PHARMA,308.0,,Elhafez Reference 25065
LUNGOCORT 1 MG/2ML 20 SUSP. AMP. FOR INH.,,,BUDESONIDE,,UNKNOWN,EVA PHARMA,408.0,,Elhafez Reference 25065
LUNGOTROPIUM 250MCG/1ML 20 UNIT DOSE VIAL NEBULIZER SOLN,,,IPRATROPIUM BROMIDE,,UNKNOWN,EVA PHARMA,152.0,,Elhafez Reference 25065
LUNGOTROPIUM 500MCG/2ML 20 UNIT DOSE VIAL NEBULIZER SOLN,,,IPRATROPIUM BROMIDE,,UNKNOWN,EVA PHARMA,164.0,,Elhafez Reference 25065
LUNNER CREAM 50 GM,,,GLYCERIN+TITANIUM DIOXIDE+LICORICE EXTRACT,,TOPICAL,LEADER COSMETICS > NOVA PHARM,90.0,,Elhafez Reference 25065
LUPRON DEPOT 11.25MG/2ML VIAL FOR I.M INJ.,,,LEUPROLIDE  ACETATE,,INJECTION,TAKEDA > ABBOTT LABORATORIES,1620.0,,Elhafez Reference 25065
LUPRON DEPOT 22.5MG/2ML VIAL FOR I.M INJ.,,,LEUPROLIDE  ACETATE,,INJECTION,TAKEDA > ABBOTT LABORATORIES,2490.0,,Elhafez Reference 25065
LUPRON DEPOT 3.75MG/2ML VIAL FOR I.M. INJ.,,,LEUPROLIDE  ACETATE,,INJECTION,TAKEDA > ABBOTT LABORATORIES,1050.0,,Elhafez Reference 25065
LUPROSTAM 8 MCG  20 CAPS.,,,LUBIPROSTONE,,ORAL.SOLID,KAHIRA > BIOXELL PHARMA,67.5,,Elhafez Reference 25065
LURANT GEL (FOR MEN) 20GM,,,,,TOPICAL,EL HELOU FACTORY > DAWA PHARMA,30.0,,Elhafez Reference 25065
LURPAY GEL 50 ML,,,,,TOPICAL,,220.0,,Elhafez Reference 25065
LUSENPLUG SYRUP 125 ML,,,DEXTROMETHORPHAN+GUAIFENESIN+PHENYLEPHRINE,,ORAL.LIQUID,BADR PHARMA,24.0,,Elhafez Reference 25065
LUSIGEN TOPICAL LOTION 120 ML,,,,,UNKNOWN,EGYPTIAN COMPANY FOR COSMETICS > OUR WAY PHARM,45.0,,Elhafez Reference 25065
LUSTRAL 50 MG 10 F.C.TABS. (N/A),,,SERTRALINE,,ORAL.SOLID,PFIZER > VIATRIS EGYPT,50.5,,Elhafez Reference 25065
LUSTRAL 50 MG 20 F.C.TABS.,,,SERTRALINE,,ORAL.SOLID,VIATRIS,136.0,,Elhafez Reference 25065
LUSTY JOINT 30 TABS.,,,COLLAGEN+GLUCOSAMINE SULPHATE+CHONDROITIN SULPHATE+MSM+HYALURONIC ACID,,ORAL.SOLID,PHARMA CURE,330.0,,Elhafez Reference 25065
LUSTY MASSAGE GEL 50 GM,,,CAMPHOR OIL+CLOVE OIL+EUCALYPTUS+MENTHOL+LIDOCAINE+D-PANTHENOL,,TOPICAL,COSMOPACK > IBM PHARMA,55.0,,Elhafez Reference 25065
LUSTY MASSAGE GEL 75 GM,,,CAMPHOR OIL+CLOVE OIL+EUCALYPTUS+MENTHOL+LIDOCAINE+D-PANTHENOL,,TOPICAL,COSMOPACK > IBM PHARMA,70.0,,Elhafez Reference 25065
LUTCHI HAIR SHAMPOO 200 ML,,,SELENIUM SULFIDE+ZINC PYRITHIONE+CLIMBAZOL+TEA TREE OIL+NIGELLA SATIVA+ROSEMARY+BIOTIN+ALOE VERA+VITAMIN E+ARGAN OIL,,TOPICAL,EGYPTIAN CO. FOR COSMETICS > DERMA SUN,118.0,,Elhafez Reference 25065
LUTEIN 6 MG WITH ZEAXANTHIN 100 SOFTGELS (ILLEGAL IMPORT),,,LUTIGOLD LUTEIN,,ORAL.SOLID,PURITANS PRIDE,32.0,,Elhafez Reference 25065
LUTEIN ORAL DROP 15 ML,,,LUTEIN+ZEAXANTHIN+DHA+VIT D,,ORAL.LIQUID,SMARTEC > OJO,120.0,,Elhafez Reference 25065
LUTEYE CARE 100 GM  30 TABS,,,LUTEIN+ZEAXANTHIN+VIT.C+VIT E+ZINC+COPPER+SELENIUM+OMEGA 3+GINKGO BILOBA,,ORAL.SOLID,ORGANIX > BIOVEN,150.0,,Elhafez Reference 25065
LUTIPRIM 60TABLET,,,LUTEIN+VIT C+VIT A+VIT E+ZINC+SELEINIUM+COPPER,,ORAL.SOLID,COPAD > VALUE,95.0,,Elhafez Reference 25065
LUTOFOLONE 2 AMP.,,,ESTRADIOL+PROGESTERONE,,INJECTION,MISR,40.0,,Elhafez Reference 25065
LUTONE 25MG/ML I.M. 3 AMP.,,,PROGESTERONE,,INJECTION,MISR,30.0,,Elhafez Reference 25065
LUVERIS 75 I.U. VIAL,,,LUTROPIN ALFA,,INJECTION,MERCK SERONO > UNITED COMPANY FOR DISTRIBUTION,680.0,,Elhafez Reference 25065
LUXOFEROL 20 S.G. CAPS.,,,VITAMIN D3+FISH OIL,,ORAL.SOLID,PHARMA ZAD > PROVAK INTERNATIONAL FOR PHARMACEUTICAL IND,185.0,,Elhafez Reference 25065
LYAPUNOV 30 TABS,,,IRON+MULTIVITAMINS,,ORAL.SOLID,GLORIA > VALOR,250.0,,Elhafez Reference 25065
LYCOMEN 20 CAPSULES,,,SAW PALMETTO OIL+TOMATO EXTRACT+D-CALCIUM GLUCARATE+VITAMIN C+ZINC SULFATE,,ORAL.SOLID,DEBEIKY,39.0,,Elhafez Reference 25065
LYCOPENE 40 MG 60 SOFTGELS (ILLEGAL IMPORT),,,LYCOPENE,,ORAL.SOLID,PURITANS PRIDE,76.0,,Elhafez Reference 25065
LYCROBALIN 100MG 10 CAPS.,,,PREGABALIN,,ORAL.SOLID,BORG > ELHAYATT PHARMA-EGYPT,42.0,,Elhafez Reference 25065
LYNAMINE 20 MG 20 TABS.,,,KHELLIN,,ORAL.SOLID,MEMPHIS,2.4,,Elhafez Reference 25065
LYNPARZA 100 MG  56 F.C.TABS.,,,OLAPARIB,,ORAL.SOLID,ASTRA ZENECA > ASTRAZENECA SCIENTIFIC OFFICE,45208.0,,Elhafez Reference 25065
LYNPARZA 150 MG  56 F.C.TABS.,,,OLAPARIB,,ORAL.SOLID,ASTRA ZENECA > ASTRAZENECA SCIENTIFIC OFFICE,66127.0,,Elhafez Reference 25065
LYRIBALIN 100MG 10 CAPS.,,,PREGABALIN,,ORAL.SOLID,BORG,21.6,,Elhafez Reference 25065
LYRIBALIN 150MG 10 CAPS.,,,PREGABALIN,,ORAL.SOLID,BORG,23.4,,Elhafez Reference 25065
LYRIBALIN 50 MG 10 CAPS.,,,PREGABALIN,,ORAL.SOLID,BORG,16.8,,Elhafez Reference 25065
LYRIBALIN 75MG 10 CAPS.,,,PREGABALIN,,ORAL.SOLID,BORG,18.0,,Elhafez Reference 25065
LYRICA 150MG 20 CAPS.,,,PREGABALIN,,ORAL.SOLID,PFIZER,300.0,,Elhafez Reference 25065
LYRICA 300 MG 10 CAPS.,,,PREGABALIN,,ORAL.SOLID,PFIZER,298.0,,Elhafez Reference 25065
LYRICA 50MG 20 CAPS,,,PREGABALIN,,ORAL.SOLID,PFIZER,210.0,,Elhafez Reference 25065
LYRICA 75MG 20 CAPS.,,,PREGABALIN,,ORAL.SOLID,PFIZER,232.0,,Elhafez Reference 25065
LYRINEUR 75MG 20 CAPS. (CANCELLED),,,PREGABALIN,,ORAL.SOLID,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI) > ELITE PHARMA,48.0,,Elhafez Reference 25065
LYROLIN 150MG 30 CAPS.,,,PREGABALIN,,ORAL.SOLID,HIKMA PHARMA,105.0,,Elhafez Reference 25065
LYROLIN 50 MG 30 CAPS.,,,PREGABALIN,,ORAL.SOLID,HIKMA PHARMA,69.75,,Elhafez Reference 25065
LYROLIN 75MG 30 CAPS.,,,PREGABALIN,,ORAL.SOLID,HIKMA PHARMA,85.0,,Elhafez Reference 25065
LYSE 0.65% NASAL DROPS 15 ML,,,SODIUM CHLORIDE,,UNKNOWN,PHAROPHARMA,15.0,,Elhafez Reference 25065
LYSODREN 500MG 100 TAB.(ILLEGAL IMPORT),,,MITOTANE,,ORAL.SOLID,BRISTOL-MYERS SQUIBB >,39.0,,Elhafez Reference 25065
LYSOZYME 10 CAPSULES,,,LYSOZYME,,ORAL.SOLID,MEDCARE > BONNET,122.0,,Elhafez Reference 25065
M-CUTE TOP. CREAM 120 GM,,,,,TOPICAL,EGYPTIAN CO. FOR COSMETICS > MEDINZA PHARM,80.0,,Elhafez Reference 25065
M.P.A 40MG/ML VIAL,,,METHYLPREDNISOLONE ACETATE,,INJECTION,AMOUN,8.5,,Elhafez Reference 25065
M.P.COLD & FLU 10 SACHET.,,,PARACETAMOL(ACETAMINOPHEN)+PHENYLEPHRINE+SODIUM ASCORBATE,,EFF,ALEXANDRIA > MILLENIUM PHARMA-EGYPT,6.0,,Elhafez Reference 25065
MAALOX 20 ORAL SACHET SUSP.,,,ALUMINIUM OXIDE+MAGNESIUM HYDROXIDE,,ORAL.LIQUID,A.NATTERMANN & CIE GMBH-GERMANY > SANOFI,120.0,,Elhafez Reference 25065
MAALOX CONTROL 20 MG 14 TABS. (N/A),,,PANTOPRAZOLE,,ORAL.SOLID,SANOFI,30.0,,Elhafez Reference 25065
MAALOX PLUS (LEMON FLAVOURED) ORAL SUSP. 180 ML,,,ALUMINIUM HYDROXIDE+MAGNESIUM HYDROXIDE+SIMETHICONE,,ORAL.LIQUID,SANOFI,76.0,,Elhafez Reference 25065
MAALOX PLUS (LEMON FLAVOURED) ORAL SUSP. 355 ML(N/A),,,ALUMINIUM HYDROXIDE+MAGNESIUM HYDROXIDE+SIMETHICONE,,ORAL.LIQUID,SANOFI,39.75,,Elhafez Reference 25065
MAALOX PLUS 200/200/25MG 40 CHEW. TAB. (N/A),,,ALUMINIUM HYDROXIDE+MAGNESIUM HYDROXIDE+SIMETHICONE,,ORAL.SOLID,SANOFI,40.5,,Elhafez Reference 25065
MAALOX PLUS ORAL SUSP. 250 ML,,,ALUMINIUM HYDROXIDE+MAGNESIUM HYDROXIDE+SIMETHICONE,,ORAL.LIQUID,SANOFI > OPELLA HEALTHCARE,143.0,,Elhafez Reference 25065
MABBY CREAM 50 GM,,,,,TOPICAL,EGYPTIAN COMPANY FOR COSMETICS > PICO,38.0,,Elhafez Reference 25065
